年份,科目代碼,當年度金額,上年度金額,款,款名,項,項名,目,目名,節,節名,備註,ref
2016,60071800500,557490000,521477000,7,臺中市政府建設局主管,1,臺中市政府建設局,6,路燈管理,,,,7.1.6
2016,60071800501,557490000,521477000,7,臺中市政府建設局主管,1,臺中市政府建設局,6,路燈管理,1,路燈養護及增設,"一、本科目包括路燈養護及增設二、本年度預算數包括:
　　人事費300千元
　　業務費411,190千元
　　設備及投資146,000千元
　　獎補助費0千元三、本年度預算數與上年度比較：
　　增加 36,013千元
　　增列 業務費19,013千元
　　增列 設備及投資21,500千元
　　減列 獎補助費4,500千元",7.1.6.1
2016,60071800600,127782000,124751000,7,臺中市政府建設局主管,1,臺中市政府建設局,7,管線業務,,,,7.1.7
2016,60071800601,127782000,124751000,7,臺中市政府建設局主管,1,臺中市政府建設局,7,管線業務,1,管線管理與維護,"一、本科目包括管線管理與維護二、本年度預算數包括:
　　人事費400千元
　　業務費69,228千元
　　設備及投資38,954千元
　　獎補助費19,200千元三、本年度預算數與上年度比較：
　　增加 3,031千元
　　減列 業務費21,040千元
　　增列 設備及投資21,871千元
　　增列 獎補助費2,200千元",7.1.7.1
2016,72071800100,383629000,428847000,7,臺中市政府建設局主管,1,臺中市政府建設局,8,景觀工程,,,,7.1.8
2016,72071800101,204368000,163130000,7,臺中市政府建設局主管,1,臺中市政府建設局,8,景觀工程,1,綠化維護,"一、本科目包括綠化維護二、本年度預算數包括:
　　人事費250千元
　　業務費204,118千元
　　獎補助費0千元三、本年度預算數與上年度比較：
　　增加 41,238千元
　　增列 業務費41,888千元
　　減列 獎補助費650千元",7.1.8.1
2016,72071800102,4761000,4930000,7,臺中市政府建設局主管,1,臺中市政府建設局,8,景觀工程,2,育苗管理,"一、本科目包括育苗管理二、本年度預算數包括:
　　業務費4,761千元三、本年度預算數與上年度比較：
　　減少 169千元
　　減列 業務費169千元",7.1.8.2
2016,72071800103,174500000,260787000,7,臺中市政府建設局主管,1,臺中市政府建設局,8,景觀工程,3,景觀工程,"一、本科目包括景觀工程二、本年度預算數包括:
　　設備及投資174,500千元三、本年度預算數與上年度比較：
　　減少 86,287千元
　　減列 設備及投資86,287千元",7.1.8.3
2016,72071800200,715925000,500693000,7,臺中市政府建設局主管,1,臺中市政府建設局,9,公園管理,,,,7.1.9
2016,72071800201,348547000,232286000,7,臺中市政府建設局主管,1,臺中市政府建設局,9,公園管理,1,公園管理,"一、本科目包括公園管理二、本年度預算數包括:
　　人事費250千元
　　業務費348,297千元
　　獎補助費0千元三、本年度預算數與上年度比較：
　　增加 116,261千元
　　增列 業務費116,961千元
　　減列 獎補助費700千元",7.1.9.1
2016,72071800202,367378000,268407000,7,臺中市政府建設局主管,1,臺中市政府建設局,9,公園管理,2,公園工程,"一、本科目包括公園工程二、本年度預算數包括:
　　設備及投資367,378千元
　　獎補助費0千元三、本年度預算數與上年度比較：
　　增加 98,971千元
　　增列 設備及投資99,271千元
　　減列 獎補助費300千元",7.1.9.2
2016,73071807900,6400000,6400000,7,臺中市政府建設局主管,1,臺中市政府建設局,10,第一預備金,,,,7.1.10
2016,73071807901,6400000,6400000,7,臺中市政府建設局主管,1,臺中市政府建設局,10,第一預備金,1,第一預備金,"一、本科目包括第一預備金二、本年度預算數包括:
　　預備金6,400千元",7.1.10.1
2016,00050000000,41855836000,39655023000,5,臺中市政府教育局主管,,,,,,,,5
2016,00051600000,40895817000,39187881000,5,臺中市政府教育局主管,1,臺中市政府教育局,,,,,,5.1
2016,51051600300,31174711000,29682892000,5,臺中市政府教育局主管,1,臺中市政府教育局,1,教育資源管理,,,,5.1.1
2016,51051600301,29710426000,28725030000,5,臺中市政府教育局主管,1,臺中市政府教育局,1,教育資源管理,1,各項教育業務,"一、本科目包括各項教育業務二、本年度預算數包括:
　　獎補助費29,710,426千元三、本年度預算數與上年度比較：
　　增加 985,396千元
　　增列 獎補助費985,396千元",5.1.1.1
2016,51051600302,1464285000,957862000,5,臺中市政府教育局主管,1,臺中市政府教育局,1,教育資源管理,2,各項教育建設工程及設備,"一、本科目包括各項教育建設工程及設備二、本年度預算數包括:
　　獎補助費1,464,285千元三、本年度預算數與上年度比較：
　　增加 506,423千元
　　增列 獎補助費506,423千元",5.1.1.2
2016,51051600500,2254444000,2074948000,5,臺中市政府教育局主管,1,臺中市政府教育局,2,接受補助業務支出,,,,5.1.2
2016,51051600501,2254444000,2074948000,5,臺中市政府教育局主管,1,臺中市政府教育局,2,接受補助業務支出,1,接受中央各部會補助業務支出,"一、本科目包括接受中央各部會補助業務支出二、本年度預算數包括:
　　獎補助費2,254,444千元三、本年度預算數與上年度比較：
　　增加 179,496千元
　　增列 獎補助費179,496千元",5.1.2.1
2016,51051600600,107371000,150030000,5,臺中市政府教育局主管,1,臺中市政府教育局,3,接受補助建設支出,,,,5.1.3
2016,51051600601,107371000,150030000,5,臺中市政府教育局主管,1,臺中市政府教育局,3,接受補助建設支出,1,接受中央各部會補助建設支出,"一、本科目包括接受中央各部會補助建設支出二、本年度預算數包括:
　　獎補助費107,371千元三、本年度預算數與上年度比較：
　　減少 42,659千元
　　減列 獎補助費42,659千元",5.1.3.1
2016,51051600700,6896691000,0,5,臺中市政府教育局主管,1,臺中市政府教育局,4,教育人員退休給付,,,,5.1.4
2016,51051600701,6896691000,0,5,臺中市政府教育局主管,1,臺中市政府教育局,4,教育人員退休給付,1,教育人員退休給付,"一、本科目包括教育人員退休給付二、本年度預算數包括:
　　獎補助費6,896,691千元三、本年度預算數與上年度比較：
　　增加 6,896,691千元
　　增列 獎補助費6,896,691千元",5.1.4.1
2016,51051600800,7600000,0,5,臺中市政府教育局主管,1,臺中市政府教育局,5,提撥勞工退休金準備(教育),,,,5.1.5
2016,51051600801,7600000,0,5,臺中市政府教育局主管,1,臺中市政府教育局,5,提撥勞工退休金準備(教育),1,提撥勞工退休金準備(教育),"一、本科目包括提撥勞工退休金準備(教育)二、本年度預算數包括:
　　獎補助費7,600千元三、本年度預算數與上年度比較：
　　增加 7,600千元
　　增列 獎補助費7,600千元",5.1.5.1
2016,51051600900,30000000,0,5,臺中市政府教育局主管,1,臺中市政府教育局,6,教育人員撫卹給付,,,,5.1.6
2016,51051600901,30000000,0,5,臺中市政府教育局主管,1,臺中市政府教育局,6,教育人員撫卹給付,1,教育人員撫卹給付,"一、本科目包括教育人員撫卹給付二、本年度預算數包括:
　　獎補助費30,000千元三、本年度預算數與上年度比較：
　　增加 30,000千元
　　增列 獎補助費30,000千元",5.1.6.1
2016,51051601000,2000000,0,5,臺中市政府教育局主管,1,臺中市政府教育局,7,教育人員因公致殘死亡慰問金,,,,5.1.7
2016,51051601001,2000000,0,5,臺中市政府教育局主管,1,臺中市政府教育局,7,教育人員因公致殘死亡慰問金,1,教育人員因公致殘死亡慰問金,"一、本科目包括教育人員因公致殘死亡慰問金二、本年度預算數包括:
　　獎補助費2,000千元三、本年度預算數與上年度比較：
　　增加 2,000千元
　　增列 獎補助費2,000千元",5.1.7.1
2016,51051601100,410000000,0,5,臺中市政府教育局主管,1,臺中市政府教育局,8,教育人員各項補助,,,,5.1.8
2016,51051601101,410000000,0,5,臺中市政府教育局主管,1,臺中市政府教育局,8,教育人員各項補助,1,教育人員各項補助,"一、本科目包括教育人員各項補助二、本年度預算數包括:
　　獎補助費410,000千元三、本年度預算數與上年度比較：
　　增加 410,000千元
　　增列 獎補助費410,000千元",5.1.8.1
2016,51051607900,13000000,13000000,5,臺中市政府教育局主管,1,臺中市政府教育局,9,第一預備金,,,,5.1.9
2016,51051607901,13000000,13000000,5,臺中市政府教育局主管,1,臺中市政府教育局,9,第一預備金,1,第一預備金,"一、本科目包括第一預備金二、本年度預算數包括:
　　預備金13,000千元",5.1.9.1
2016,75051600500,0,6817411000,5,臺中市政府教育局主管,1,臺中市政府教育局,10,教育人員退休給付,,,,5.1.10
2016,75051600501,0,6817411000,5,臺中市政府教育局主管,1,臺中市政府教育局,10,教育人員退休給付,1,教育人員退休給付,"一、本科目包括教育人員退休給付二、本年度預算數0千元三、本年度預算數與上年度比較：
　　減少 6,817,411千元
　　減列 獎補助費6,817,411千元",5.1.10.1
2016,75051600600,0,7600000,5,臺中市政府教育局主管,1,臺中市政府教育局,11,提撥勞工退休金準備(教育),,,,5.1.11
2016,75051600601,0,7600000,5,臺中市政府教育局主管,1,臺中市政府教育局,11,提撥勞工退休金準備(教育),1,提撥勞工退休金準備(教育),"一、本科目包括提撥勞工退休金準備(教育)二、本年度預算數0千元三、本年度預算數與上年度比較：
　　減少 7,600千元
　　減列 獎補助費7,600千元",5.1.11.1
2016,75051600700,0,30000000,5,臺中市政府教育局主管,1,臺中市政府教育局,12,教育人員撫卹給付,,,,5.1.12
2016,75051600701,0,30000000,5,臺中市政府教育局主管,1,臺中市政府教育局,12,教育人員撫卹給付,1,教育人員撫卹給付,"一、本科目包括教育人員撫卹給付二、本年度預算數0千元三、本年度預算數與上年度比較：
　　減少 30,000千元
　　減列 獎補助費30,000千元",5.1.12.1
2016,75051600800,0,2000000,5,臺中市政府教育局主管,1,臺中市政府教育局,13,教育人員因公致殘死亡慰問金,,,,5.1.13
2016,75051600801,0,2000000,5,臺中市政府教育局主管,1,臺中市政府教育局,13,教育人員因公致殘死亡慰問金,1,教育人員因公致殘死亡慰問金,"一、本科目包括教育人員因公致殘死亡慰問金二、本年度預算數0千元三、本年度預算數與上年度比較：
　　減少 2,000千元
　　減列 獎補助費2,000千元",5.1.13.1
2016,89051600300,0,410000000,5,臺中市政府教育局主管,1,臺中市政府教育局,14,教育人員各項補助,,,,5.1.14
2016,89051600301,0,410000000,5,臺中市政府教育局主管,1,臺中市政府教育局,14,教育人員各項補助,1,教育人員各項補助,"一、本科目包括教育人員各項補助二、本年度預算數0千元三、本年度預算數與上年度比較：
　　減少 410,000千元
　　減列 獎補助費410,000千元",5.1.14.1
2016,00051610000,938092000,454870000,5,臺中市政府教育局主管,2,臺中市體育處,,,,,,5.2
2016,53051610100,27127000,26629000,5,臺中市政府教育局主管,2,臺中市體育處,1,一般行政,,,,5.2.1
2016,53051610101,27127000,26629000,5,臺中市政府教育局主管,2,臺中市體育處,1,一般行政,1,行政管理,"一、本科目包括行政管理二、本年度預算數包括:
　　人事費26,431千元
　　業務費696千元三、本年度預算數與上年度比較：
　　增加 498千元
　　增列 人事費165千元
　　增列 業務費333千元",5.2.1.1
2016,53051610200,249365000,212411000,5,臺中市政府教育局主管,2,臺中市體育處,2,體育業務,,,,5.2.2
2016,53051610201,71893000,74218000,5,臺中市政府教育局主管,2,臺中市體育處,2,體育業務,1,計畫業務,"一、本科目包括計畫業務二、本年度預算數包括:
　　人事費0千元
　　業務費71,893千元三、本年度預算數與上年度比較：
　　減少 2,325千元
　　減列 人事費140千元
　　減列 業務費2,185千元",5.2.2.1
2016,53051610202,177472000,138193000,5,臺中市政府教育局主管,2,臺中市體育處,2,體育業務,2,運動業務,"一、本科目包括運動業務二、本年度預算數包括:
　　人事費2,751千元
　　業務費29,265千元
　　獎補助費145,456千元三、本年度預算數與上年度比較：
　　增加 39,279千元
　　減列 人事費21千元
　　增列 業務費15,350千元
　　增列 獎補助費23,950千元",5.2.2.2
2016,53051619000,661600000,215830000,5,臺中市政府教育局主管,2,臺中市體育處,3,一般建築及設備,,,,5.2.3
2016,53051619001,661600000,215830000,5,臺中市政府教育局主管,2,臺中市體育處,3,一般建築及設備,1,一般建築及設備,"一、本科目包括一般建築及設備二、本年度預算數包括:
　　設備及投資661,600千元三、本年度預算數與上年度比較：
　　增加 445,770千元
　　增列 設備及投資445,770千元",5.2.3.1
2016,00051620000,21927000,12272000,5,臺中市政府教育局主管,3,臺中市家庭教育中心,,,,,,5.3
2016,53051620100,9865000,10344000,5,臺中市政府教育局主管,3,臺中市家庭教育中心,1,一般行政,,,,5.3.1
2016,53051620101,9865000,10344000,5,臺中市政府教育局主管,3,臺中市家庭教育中心,1,一般行政,1,行政管理,"一、本科目包括行政管理二、本年度預算數包括:
　　人事費8,284千元
　　業務費1,575千元
　　獎補助費6千元三、本年度預算數與上年度比較：
　　減少 479千元
　　減列 人事費583千元
　　增列 業務費104千元",5.3.1.1
2016,53051620300,11962000,1828000,5,臺中市政府教育局主管,3,臺中市家庭教育中心,2,推展家庭教育,,,,5.3.2
2016,53051620301,11962000,1828000,5,臺中市政府教育局主管,3,臺中市家庭教育中心,2,推展家庭教育,1,推展家庭教育,"一、本科目包括推展家庭教育二、本年度預算數包括:
　　業務費11,862千元
　　獎補助費100千元三、本年度預算數與上年度比較：
　　增加 10,134千元
　　增列 業務費10,034千元
　　增列 獎補助費100千元",5.3.2.1
2016,53051629000,100000,100000,5,臺中市政府教育局主管,3,臺中市家庭教育中心,3,一般建築及設備,,,,5.3.3
2016,53051629001,100000,100000,5,臺中市政府教育局主管,3,臺中市家庭教育中心,3,一般建築及設備,1,一般建築及設備,"一、本科目包括一般建築及設備二、本年度預算數包括:
　　設備及投資100千元",5.3.3.1
2016,00180000000,1484750000,1084962000,18,臺中市政府文化局主管,,,,,,,,18
2016,00183600000,1259607000,927978000,18,臺中市政府文化局主管,1,臺中市政府文化局,,,,,,18.1
2016,53183600100,306989000,303006000,18,臺中市政府文化局主管,1,臺中市政府文化局,1,一般行政,,,,18.1.1
2016,53183600101,306989000,303006000,18,臺中市政府文化局主管,1,臺中市政府文化局,1,一般行政,1,行政管理,"一、本科目包括行政管理二、本年度預算數包括:
　　人事費259,480千元
　　業務費47,329千元
　　獎補助費180千元三、本年度預算數與上年度比較：
　　增加 3,983千元
　　增列 人事費1,849千元
　　增列 業務費2,134千元",18.1.1.1
2016,53183600600,690523000,477176000,18,臺中市政府文化局主管,1,臺中市政府文化局,2,文教活動,,,,18.1.2
2016,53183600601,97996000,48501000,18,臺中市政府文化局主管,1,臺中市政府文化局,2,文教活動,1,藝文推廣,"一、本科目包括藝文推廣二、本年度預算數包括:
　　人事費210千元
　　業務費85,786千元
　　獎補助費12,000千元三、本年度預算數與上年度比較：
　　增加 49,495千元
　　增列 人事費50千元
　　增列 業務費46,095千元
　　增列 獎補助費3,350千元",18.1.2.1
2016,53183600602,55870000,18990000,18,臺中市政府文化局主管,1,臺中市政府文化局,2,文教活動,2,視覺藝術,"一、本科目包括視覺藝術二、本年度預算數包括:
　　人事費160千元
　　業務費49,450千元
　　獎補助費6,260千元三、本年度預算數與上年度比較：
　　增加 36,880千元
　　增列 業務費35,970千元
　　增列 獎補助費910千元",18.1.2.2
2016,53183600603,178500000,117007000,18,臺中市政府文化局主管,1,臺中市政府文化局,2,文教活動,3,表演藝術,"一、本科目包括表演藝術二、本年度預算數包括:
　　人事費340千元
　　業務費168,860千元
　　獎補助費9,300千元三、本年度預算數與上年度比較：
　　增加 61,493千元
　　增列 人事費100千元
　　增列 業務費57,093千元
　　增列 獎補助費4,300千元",18.1.2.3
2016,53183600604,41552000,35385000,18,臺中市政府文化局主管,1,臺中市政府文化局,2,文教活動,4,圖書資訊,"一、本科目包括圖書資訊二、本年度預算數包括:
　　人事費240千元
　　業務費38,612千元
　　獎補助費2,700千元三、本年度預算數與上年度比較：
　　增加 6,167千元
　　增列 人事費50千元
　　增列 業務費5,037千元
　　增列 獎補助費1,080千元",18.1.2.4
2016,53183600605,169648000,125256000,18,臺中市政府文化局主管,1,臺中市政府文化局,2,文教活動,5,圖書館管理,"一、本科目包括圖書館管理二、本年度預算數包括:
　　人事費650千元
　　業務費167,998千元
　　獎補助費1,000千元三、本年度預算數與上年度比較：
　　增加 44,392千元
　　減列 人事費150千元
　　增列 業務費47,688千元
　　減列 獎補助費3,146千元",18.1.2.5
2016,53183600611,32970000,29720000,18,臺中市政府文化局主管,1,臺中市政府文化局,2,文教活動,6,港區藝術中心,"一、本科目包括港區藝術中心二、本年度預算數包括:
　　人事費250千元
　　業務費31,520千元
　　獎補助費1,200千元三、本年度預算數與上年度比較：
　　增加 3,250千元
　　減列 人事費50千元
　　增列 業務費3,300千元",18.1.2.6
2016,53183600612,35738000,33776000,18,臺中市政府文化局主管,1,臺中市政府文化局,2,文教活動,7,屯區藝文中心,"一、本科目包括屯區藝文中心二、本年度預算數包括:
　　人事費190千元
　　業務費35,548千元三、本年度預算數與上年度比較：
　　增加 1,962千元
　　增列 業務費1,962千元",18.1.2.7
2016,53183600613,48117000,42829000,18,臺中市政府文化局主管,1,臺中市政府文化局,2,文教活動,8,大墩文化中心,"一、本科目包括大墩文化中心二、本年度預算數包括:
　　人事費350千元
　　業務費47,767千元三、本年度預算數與上年度比較：
　　增加 5,288千元
　　增列 業務費5,288千元",18.1.2.8
2016,53183600614,30132000,25712000,18,臺中市政府文化局主管,1,臺中市政府文化局,2,文教活動,9,葫蘆墩文化中心,"一、本科目包括葫蘆墩文化中心二、本年度預算數包括:
　　人事費190千元
　　業務費29,942千元
　　獎補助費0千元三、本年度預算數與上年度比較：
　　增加 4,420千元
　　增列 業務費5,020千元
　　減列 獎補助費600千元",18.1.2.9
2016,53183607900,5000000,2800000,18,臺中市政府文化局主管,1,臺中市政府文化局,3,第一預備金,,,,18.1.3
2016,53183607901,5000000,2800000,18,臺中市政府文化局主管,1,臺中市政府文化局,3,第一預備金,1,第一預備金,"一、本科目包括第一預備金二、本年度預算數包括:
　　預備金5,000千元三、本年度預算數與上年度比較：
　　增加 2,200千元
　　增列 預備金2,200千元",18.1.3.1
2016,53183609000,257095000,144996000,18,臺中市政府文化局主管,1,臺中市政府文化局,4,一般建築及設備,,,,18.1.4
2016,53183609001,257095000,144996000,18,臺中市政府文化局主管,1,臺中市政府文化局,4,一般建築及設備,1,一般建築及設備,"一、本科目包括一般建築及設備二、本年度預算數包括:
　　設備及投資257,095千元三、本年度預算數與上年度比較：
　　增加 112,099千元
　　增列 設備及投資112,099千元",18.1.4.1
2016,00183630000,225143000,156984000,18,臺中市政府文化局主管,2,臺中市文化資產處,,,,,,18.2
2016,53183630100,40889000,38077000,18,臺中市政府文化局主管,2,臺中市文化資產處,1,一般行政,,,,18.2.1
2016,53183630101,40889000,38077000,18,臺中市政府文化局主管,2,臺中市文化資產處,1,一般行政,1,行政管理,"一、本科目包括行政管理二、本年度預算數包括:
　　人事費29,721千元
　　業務費11,168千元三、本年度預算數與上年度比較：
　　增加 2,812千元
　　增列 人事費4千元
　　增列 業務費2,808千元",18.2.1.1
2016,53183630600,47334000,13607000,18,臺中市政府文化局主管,2,臺中市文化資產處,2,文教活動,,,,18.2.2
2016,53183630608,38904000,9627000,18,臺中市政府文化局主管,2,臺中市文化資產處,2,文教活動,1,有形文化資產維護,"一、本科目包括有形文化資產維護二、本年度預算數包括:
　　業務費38,324千元
　　獎補助費580千元三、本年度預算數與上年度比較：
　　增加 29,277千元
　　增列 業務費29,277千元",18.2.2.1
2016,53183630609,8430000,3980000,18,臺中市政府文化局主管,2,臺中市文化資產處,2,文教活動,2,無形文化資產維護,"一、本科目包括無形文化資產維護二、本年度預算數包括:
　　業務費8,430千元三、本年度預算數與上年度比較：
　　增加 4,450千元
　　增列 業務費4,450千元",18.2.2.2
2016,53183639000,136920000,105300000,18,臺中市政府文化局主管,2,臺中市文化資產處,3,一般建築及設備,,,,18.2.3
2016,53183639001,136920000,105300000,18,臺中市政府文化局主管,2,臺中市文化資產處,3,一般建築及設備,1,一般建築及設備,"一、本科目包括一般建築及設備二、本年度預算數包括:
　　設備及投資136,920千元三、本年度預算數與上年度比較：
　　增加 31,620千元
　　增列 設備及投資31,620千元",18.2.3.1
2016,00210000000,429514000,215332000,21,臺中市政府新聞局主管,,,,,,,,21
2016,00214100000,429514000,215332000,21,臺中市政府新聞局主管,1,臺中市政府新聞局,,,,,,21.1
2016,53214100100,68233000,67033000,21,臺中市政府新聞局主管,1,臺中市政府新聞局,1,一般行政,,,,21.1.1
2016,53214100101,68233000,67033000,21,臺中市政府新聞局主管,1,臺中市政府新聞局,1,一般行政,1,行政管理,"一、本科目包括行政管理二、本年度預算數包括:
　　人事費54,211千元
　　業務費13,992千元
　　獎補助費30千元三、本年度預算數與上年度比較：
　　增加 1,200千元
　　增列 人事費732千元
　　增列 業務費462千元
　　增列 獎補助費6千元",21.1.1.1
2016,53214100700,123426000,40786000,21,臺中市政府新聞局主管,1,臺中市政府新聞局,2,新聞行政,,,,21.1.2
2016,53214100701,106491000,40786000,21,臺中市政府新聞局主管,1,臺中市政府新聞局,2,新聞行政,1,出版及視聽事業之管理與輔導,"一、本科目包括出版及視聽事業之管理與輔導二、本年度預算數包括:
　　人事費300千元
　　業務費41,191千元
　　獎補助費65,000千元三、本年度預算數與上年度比較：
　　增加 65,705千元
　　增列 人事費30千元
　　增列 業務費30,675千元
　　增列 獎補助費35,000千元",21.1.2.1
2016,53214100703,16935000,0,21,臺中市政府新聞局主管,1,臺中市政府新聞局,2,新聞行政,2,有線廣播電視發展基金,"一、本科目包括有線廣播電視發展基金二、本年度預算數包括:
　　人事費1,101千元
　　業務費12,834千元
　　設備及投資3,000千元三、本年度預算數與上年度比較：
　　增加 16,935千元
　　增列 人事費1,101千元
　　增列 業務費12,834千元
　　增列 設備及投資3,000千元",21.1.2.2
2016,53214100800,7261000,6467000,21,臺中市政府新聞局主管,1,臺中市政府新聞局,3,新聞聯繫,,,,21.1.3
2016,53214100801,7261000,6467000,21,臺中市政府新聞局主管,1,臺中市政府新聞局,3,新聞聯繫,1,新聞發布與公關,"一、本科目包括新聞發布與公關二、本年度預算數包括:
　　人事費530千元
　　業務費6,731千元三、本年度預算數與上年度比較：
　　增加 794千元
　　增列 人事費144千元
　　增列 業務費650千元",21.1.3.1
2016,53214100900,88644000,76077000,21,臺中市政府新聞局主管,1,臺中市政府新聞局,4,行銷企劃,,,,21.1.4
2016,53214100901,88644000,76077000,21,臺中市政府新聞局主管,1,臺中市政府新聞局,4,行銷企劃,1,政令政績宣導,"一、本科目包括政令政績宣導二、本年度預算數包括:
　　人事費180千元
　　業務費87,964千元
　　獎補助費500千元三、本年度預算數與上年度比較：
　　增加 12,567千元
　　減列 人事費148千元
　　增列 業務費12,715千元",21.1.4.1
2016,53214107900,500000,500000,21,臺中市政府新聞局主管,1,臺中市政府新聞局,5,第一預備金,,,,21.1.5
2016,53214107901,500000,500000,21,臺中市政府新聞局主管,1,臺中市政府新聞局,5,第一預備金,1,第一預備金,"一、本科目包括第一預備金二、本年度預算數包括:
　　預備金500千元",21.1.5.1
2016,53214109000,141450000,24469000,21,臺中市政府新聞局主管,1,臺中市政府新聞局,6,一般建築及設備,,,,21.1.6
2016,53214109001,141450000,24469000,21,臺中市政府新聞局主管,1,臺中市政府新聞局,6,一般建築及設備,1,一般建築及設備,"一、本科目包括一般建築及設備二、本年度預算數包括:
　　設備及投資141,450千元三、本年度預算數與上年度比較：
　　增加 116,981千元
　　增列 設備及投資116,981千元",21.1.6.1
2016,00190000000,61847000,64558000,19,臺中市政府地政局主管,,,,,,,,19
2016,00193870000,61847000,64558000,19,臺中市政府地政局主管,8,臺中市東勢地政事務所,,,,,,19.8
2016,33193870100,57425000,58350000,19,臺中市政府地政局主管,8,臺中市東勢地政事務所,1,一般行政,,,,19.8.1
2016,33193870101,57425000,58350000,19,臺中市政府地政局主管,8,臺中市東勢地政事務所,1,一般行政,1,行政管理,"一、本科目包括行政管理二、本年度預算數包括:
　　人事費47,639千元
　　業務費9,672千元
　　獎補助費114千元三、本年度預算數與上年度比較：
　　減少 925千元
　　減列 人事費688千元
　　減列 業務費237千元",19.8.1.1
2016,33193871300,3958000,4816000,19,臺中市政府地政局主管,8,臺中市東勢地政事務所,2,地政業務,,,,19.8.2
2016,33193871302,307000,379000,19,臺中市政府地政局主管,8,臺中市東勢地政事務所,2,地政業務,1,地價管理,"一、本科目包括地價管理二、本年度預算數包括:
　　人事費0千元
　　業務費307千元三、本年度預算數與上年度比較：
　　減少 72千元
　　減列 人事費77千元
　　增列 業務費5千元",19.8.2.1
2016,33193871304,35000,35000,19,臺中市政府地政局主管,8,臺中市東勢地政事務所,2,地政業務,2,地用管理,"一、本科目包括地用管理二、本年度預算數包括:
　　業務費35千元",19.8.2.2
2016,33193871307,2496000,3978000,19,臺中市政府地政局主管,8,臺中市東勢地政事務所,2,地政業務,3,測量管理,"一、本科目包括測量管理二、本年度預算數包括:
　　人事費384千元
　　業務費2,112千元三、本年度預算數與上年度比較：
　　減少 1,482千元
　　減列 人事費100千元
　　減列 業務費1,382千元",19.8.2.3
2016,33193871309,1120000,424000,19,臺中市政府地政局主管,8,臺中市東勢地政事務所,2,地政業務,4,登記管理,"一、本科目包括登記管理二、本年度預算數包括:
　　人事費9千元
　　業務費1,111千元三、本年度預算數與上年度比較：
　　增加 696千元
　　減列 人事費4千元
　　增列 業務費700千元",19.8.2.4
2016,33193879000,464000,1392000,19,臺中市政府地政局主管,8,臺中市東勢地政事務所,3,一般建築及設備,,,,19.8.3
2016,33193879001,464000,1392000,19,臺中市政府地政局主管,8,臺中市東勢地政事務所,3,一般建築及設備,1,一般建築及設備,"一、本科目包括一般建築及設備二、本年度預算數包括:
　　設備及投資464千元三、本年度預算數與上年度比較：
　　減少 928千元
　　減列 設備及投資928千元",19.8.3.1
2016,00030000000,1430213000,1359678000,3,臺中市政府民政局主管,,,,,,,,3
2016,00031000000,363147000,344753000,3,臺中市政府民政局主管,1,臺中市政府民政局,,,,,,3.1
2016,33031000100,123957000,122087000,3,臺中市政府民政局主管,1,臺中市政府民政局,1,一般行政,,,,3.1.1
2016,33031000101,123957000,122087000,3,臺中市政府民政局主管,1,臺中市政府民政局,1,一般行政,1,行政管理,"一、本科目包括行政管理二、本年度預算數包括:
　　人事費108,696千元
　　業務費14,901千元
　　獎補助費360千元三、本年度預算數與上年度比較：
　　增加 1,870千元
　　增列 人事費24千元
　　增列 業務費1,846千元",3.1.1.1
2016,33031000600,31065000,29449000,3,臺中市政府民政局主管,1,臺中市政府民政局,2,區里行政,,,,3.1.2
2016,33031000601,31065000,29449000,3,臺中市政府民政局主管,1,臺中市政府民政局,2,區里行政,1,區政監督及里鄰組織,"一、本科目包括區政監督及里鄰組織二、本年度預算數包括:
　　人事費224千元
　　業務費30,841千元三、本年度預算數與上年度比較：
　　增加 1,616千元
　　增列 人事費16千元
　　增列 業務費7,600千元
　　減列 獎補助費6,000千元",3.1.2.1
2016,33031000700,9016000,10120000,3,臺中市政府民政局主管,1,臺中市政府民政局,3,自治業務,,,,3.1.3
2016,33031000701,5016000,6120000,3,臺中市政府民政局主管,1,臺中市政府民政局,3,自治業務,1,自治業務管理,"一、本科目包括自治業務管理二、本年度預算數包括:
　　人事費196千元
　　業務費2,820千元
　　獎補助費2,000千元三、本年度預算數與上年度比較：
　　減少 1,104千元
　　增列 人事費16千元
　　增列 業務費380千元
　　減列 獎補助費1,500千元",3.1.3.1
2016,33031000702,4000000,4000000,3,臺中市政府民政局主管,1,臺中市政府民政局,3,自治業務,2,選舉業務,"一、本科目包括選舉業務二、本年度預算數包括:
　　獎補助費4,000千元",3.1.3.2
2016,33031000800,14929000,17952000,3,臺中市政府民政局主管,1,臺中市政府民政局,4,禮俗宗教,,,,3.1.4
2016,33031000801,14929000,17952000,3,臺中市政府民政局主管,1,臺中市政府民政局,4,禮俗宗教,1,禮俗宗教業務,"一、本科目包括禮俗宗教業務二、本年度預算數包括:
　　人事費134千元
　　業務費14,795千元三、本年度預算數與上年度比較：
　　減少 3,023千元
　　增列 人事費24千元
　　減列 業務費3,047千元",3.1.4.1
2016,33031000900,26054000,25422000,3,臺中市政府民政局主管,1,臺中市政府民政局,5,戶政業務,,,,3.1.5
