year,code,amount,name,topname,depname,depcat,cat,ref,comment
2015,6126011200,297606000,無細項,經濟部主管,經濟部,推動商業現代化,其他經濟服務支出,13.1.10,"本年度預算數之內容與上年度之比較如下：
1.商圈競爭力提升計畫總經費389,500千元
，分年辦理，101至103年度已編列137,02
7千元，本年度續編29,519千元，較上年
度減列11,984千元。
2.推動連鎖加盟業躍升發展計畫總經費355,
779千元，分年辦理，101至103年度已編
列103,843千元，本年度續編25,843千元
，較上年度減列6,116千元。
3.推動商業設計暨廣告服務業發展計畫總經
費250,000千元，分年辦理，101至103年
度已編列51,871千元，本年度續編11,022
千元，較上年度減列4,978千元。
4.商工行政資訊服務系統維護計畫經費39,7
74千元，較上年度增列辦理商工軟體維運
等經費443千元。
5.健全營運主體維護商業秩序經費180,786
千元，較上年度增列委託桃園市政府辦理
公司登記業務等經費2,526千元。
6.開辦企業e化技術服務計畫經費10,662千
元，較上年度減列辦理公司及商業設立一
站式線上申請作業網站維護計畫等經費1,
337千元。"
2015,6126011500,45669000,無細項,經濟部主管,經濟部,經濟行政與管理,其他經濟服務支出,13.1.11,"本年度預算數之內容與上年度之比較如下：
1.工商企業輔導與管理經費17,399千元，較
上年度減列辦理工商登記及技術行業登記
等文書處理經費6,876千元。
2.改進傳統市場經營管理－樂活菜市仔競爭
力提升計畫總經費551,000千元，分年辦
理，100至103年度已編列131,424千元，
本年度續編28,270千元，較上年度減列55
4千元。"
2015,6126011600,6346000,無細項,經濟部主管,經濟部,貿易調查業務,其他經濟服務支出,13.1.12,"本年度預算數之內容與上年度之比較如下：
1.進口救濟與不公平貿易調查經費5,899千
元，較上年度減列廠商申辦貿易救濟諮詢
服務等經費573千元。
2.國際事務協調合作與行政救濟經費378千
元，較上年度增列大陸地區旅費等3千元
。
3.進口救濟法令蒐集及諮詢服務經費69千元
，較上年度減列運費等2千元。"
2015,6126011700,0,無細項,經濟部主管,經濟部,配合中興新村高等研究園區推動計畫,其他經濟服務支出,13.1.13,"上年度配合中興新村高等研究園區推動計畫
預算業已編竣，所列1,386,279千元如數減
列。"
2015,6126012410,16284000,國際經濟合作,經濟部主管,經濟部,國際經濟合作與促進投資,其他經濟服務支出,13.1.14.1,"本年度預算數之內容與上年度之比較如下：
1.參加國際組織及活動經費1,868千元，較
上年度減列辦理國際棉業諮詢委員會在臺
研討會等經費850千元。

2.促進國際經濟合作經費5,311千元，較上
年度增列一般事務費等617千元。

3.推動國際技術合作經費7,568千元，較上
年度減列按日按件計資酬金等308千元。

4.外賓接待及簡報製作經費1,537千元，較
上年度減列更新簡報影片等經費358千元
。"
2015,6126012420,146999000,促進投資,經濟部主管,經濟部,國際經濟合作與促進投資,其他經濟服務支出,13.1.14.2,"本年度預算數之內容與上年度之比較如下：
1.基本行政工作維持費11,600千元，較上年
度增列通訊費等35千元。
2.投資資訊服務經費14,265千元，較上年度
減列辦理國際投資協定諮商談判暨參與國
際經貿組織投資相關議題諮詢及廣宣計畫
等經費2,077千元。
3.對僑外商在臺或來臺投資之服務經費68,9
86千元，較上年度增列辦理全球招商專案
專人服務計畫等經費3,285千元。
4.對赴外投資臺商之服務經費20,902千元，
較上年度減列辦理海外臺商輔導服務計畫
等經費3,967千元。
5.吸引臺商回臺投資之服務經費22,154千元
，較上年度減列捐助地方工商團體辦理招
商等經費1,169千元。
6.駐外投資服務工作經費9,092千元，較上
年度減列駐香港辦公室租金等經費1,334
千元。"
2015,6126018005,0,臺灣中興紙業股份有限公司,經濟部主管,經濟部,營業基金,其他經濟服務支出,13.1.15.1,"上年度辦理臺灣中興紙業公司清算作業所需
經費，本年度不再編列，所列1,000千元如
數減列。"
2015,6126019002,115972000,營建工程,經濟部主管,經濟部,一般建築及設備,其他經濟服務支出,13.1.16.1,"購置經濟部辦公大樓計畫總經費1,971,428
千元，分10年辦理，95至103年度已編列1,8
55,456千元，本年度續編最後1年經費115,9
72千元，較上年度減列87,250千元。"
2015,6126019011,2090000,交通及運輸設備,經濟部主管,經濟部,一般建築及設備,其他經濟服務支出,13.1.16.2,"新增汰換公務轎車2輛及小客貨兩用車1輛經
費如列數。"
2015,6126019800,77927000,無細項,經濟部主管,經濟部,第一預備金,其他經濟服務支出,13.1.17,仍照上年度預算數編列。
2015,6826016200,4161000,無細項,經濟部主管,經濟部,早期退休人員生活困難照護金,福利服務支出,13.1.18,"本年度預算數4,161千元，係臺灣鋁業、臺
灣省農工企業及高雄硫酸錏公司等裁撤單位
早期退休人員生活困難之年節照護金，較上
年度減列777千元。"
2015,7526016000,5304000,無細項,經濟部主管,經濟部,退休撫卹給付,退休撫卹給付支出,13.1.19,"本年度預算數之內容與上年度之比較如下：
1.臺灣鋁業公司退休人員月退休金522千元
，較上年度增列77千元。
2.鹽務人員退休撫卹經費4,782千元，較上
年度減列986千元。"
2015,5226102200,6364302000,無細項,經濟部主管,工業局,工業技術升級輔導,科學支出,13.2.1,"本年度預算數之內容與上年度之比較如下：
1.發展新興與重點產業經費2,061,472千元
，較上年度減列辦理數位內容創新與整合
推動計畫及數位學習產業創新躍升計畫等
經費277,917千元，增列辦理雲端服務產
業應用推動計畫及資料服務產業應用推動
計畫等經費395,953千元，計淨增118,036
千元。
2.協助產業升級與轉型經費3,775,533千元
，較上年度減列辦理技術服務業發展計畫
及標竿新產品創新研發輔導計畫等經費14
8,040千元，增列辦理傳統產業亮點維新
計畫與食品產業價值鏈整合及加值推動計
畫等經費162,304千元，計淨增14,264千
元。
3.塑造產業人才與永續環境經費527,297千
元，較上年度減列辦理產業永續發展計畫
與主要經貿國家產業競爭研究及政策規劃
計畫等經費33,295千元，增列辦理亞洲生
產力組織綠色卓越中心計畫與我國產業政
策研究規劃及推動計畫等經費45,433千元
，計淨增12,138千元。"
2015,5926100100,351294000,無細項,經濟部主管,工業局,一般行政,工業支出,13.2.2,"本年度預算數之內容與上年度之比較如下：
1.人員維持費291,941千元，較上年度核實
減列人事費698千元。
2.基本行政工作維持費20,725千元，較上年
度減列機械設備汰換等經費32千元。
3.資訊管理經費38,628千元，較上年度增列
購置資訊軟硬體設備等經費625千元。"
2015,5926102000,40708000,無細項,經濟部主管,工業局,工業管理,工業支出,13.2.3,"本年度預算數之內容與上年度之比較如下：
1.產業政策企劃經費6,860千元，較上年度
增列一般事務費等429千元。
2.產業行政與管理經費20,238千元，較上年
度增列5,442千元，包括：
(1)辦理永續產業發展管理相關業務等經
費8,238千元，較上年度減列物品等858
千元。
(2)全國整體性特殊事業廢棄物清理計畫
總經費839,156千元，分年辦理，90至1
03年度已編列261,480千元，本年度續
編12,000千元，較上年度增列6,300千
元。
3.補助地方政府及民間開發工業區更新示範
計畫總經費300,000千元，分4年辦理，10
2至103年度已編列82,127千元，本年度續
編第3年經費13,610千元，較上年度減列2
1,017千元。"
2015,5926109011,0,交通及運輸設備,經濟部主管,工業局,一般建築及設備,工業支出,13.2.4.1,"上年度汰換公務轎車1輛預算業已編竣，所
列605千元如數減列。"
2015,5926109800,3000000,無細項,經濟部主管,工業局,第一預備金,工業支出,13.2.5,仍照上年度預算數編列。
2015,6126200100,536083000,無細項,經濟部主管,國際貿易局及所屬,一般行政,其他經濟服務支出,13.3.1,"本年度預算數之內容與上年度之比較如下：
1.人員維持費466,195千元，較上年度增列
員工薪俸晉級差額等經費2,192千元。
2.基本行政工作維持費42,044千元，較上年
度減列購置資訊軟硬體設備等經費3,061
千元。
3.國貿行政人員訓練經費315千元，較上年
度減列按日按件計資酬金等92千元。
4.資訊管理業務經費27,529千元，與上年度
同。"
2015,6126201020,1441970000,輸出入貿易,經濟部主管,國際貿易局及所屬,國際貿易,其他經濟服務支出,13.3.2.1,"本年度預算數之內容與上年度之比較如下：
1.輸入貿易管理經費404千元，較上年度減
列一般事務費等60千元。
2.輸出貿易管理經費113千元，較上年度減
列資訊服務費等421千元。
3.臺北世貿中心及高雄展館營運維護經費31
2,453千元，較上年度減列辦理展覽大樓
及國際會議中心專案修繕等經費11,199千
元。
4.新增興建國家會展中心(擴建南港展覽館)
計畫總經費7,266,400千元，中央公務預
算負擔2,899,300千元，分年辦理，97至1
03年度已編列1,018,035千元，本年度續
編1,129,000千元。"
2015,6126201021,36134000,國際貿易發展,經濟部主管,國際貿易局及所屬,國際貿易,其他經濟服務支出,13.3.2.2,"本年度預算數之內容與上年度之比較如下：
1.國際經貿活動經費30,373千元，較上年度
減列辦理國際經貿政策研究中心計畫等經
費374千元。
2.地區貿易拓展經費2,360千元，較上年度
減列一般事務費等411千元。
3.貿易企劃經費744千元，較上年度減列物
品等81千元。
4.召開駐外人員及台美經貿諮商會議經費2,
657千元，較上年度增列國內旅費6千元。"
2015,6126209800,3000000,無細項,經濟部主管,國際貿易局及所屬,第一預備金,其他經濟服務支出,13.3.3,仍照上年度預算數編列。
2015,5226310400,419706000,無細項,經濟部主管,標準檢驗局及所屬,建立及維持度量衡標準,科學支出,13.4.1,"本年度預算數之內容與上年度之比較如下：
1.國家度量衡標準實驗室整體運作計畫365,
567千元，較上年度增列建立半導體多維
參數量測標準技術及前瞻材料探針量測技
術研究等經費19,170千元。
2.推動兩岸標準計量檢驗認證合作計畫7,42
8千元，較上年度增列促進兩岸量測標準
及法定計量交流等經費389千元。
3.民生化學計量標準計畫46,711千元，較上
年度增列建立無機物質計量技術及建置有
機物溶液濃度參考物質供應驗證系統等經
費11,636千元。
4.上年度奈米技術計量標準計畫預算業已編
竣，所列22,350千元如數減列。"
2015,5226310500,105489000,無細項,經濟部主管,標準檢驗局及所屬,建立及維護國家標準,科學支出,13.4.2,"本年度預算數之內容與上年度之比較如下：
1.國際標準研析暨國家標準調和計畫6,108
千元，與上年度同。
2.網路通訊國際標準分析及參與制定計畫18
,699千元，與上年度同。
3.產業標準活絡暨參與國際標準制定計畫11
,964千元，與上年度同。
4.能源科技產品標準及檢測驗證計畫53,949
千元，較上年度增列辦理太陽光電系統標
準檢測驗證等經費4,740千元。
5.建構消費品安全標準計量檢驗平台計畫總
經費46,680千元，分5年辦理，101至103
年度已編列35,890千元，本年度續編第4
年經費6,100千元，較上年度減列2,290千
元。
6.身心障礙輔具標準及標章推動計畫8,669
千元，與上年度同。
7.上年度建置電動車輛標準檢測驗證平台計
畫預算業已編竣，所列49,688千元如數減
列。"
2015,6126310100,1284711000,無細項,經濟部主管,標準檢驗局及所屬,一般行政,其他經濟服務支出,13.4.3,"本年度預算數之內容與上年度之比較如下：
1.人員維持費1,148,001千元，較上年度增
列員工薪俸晉級差額等經費13,367千元。
2.基本行政工作維持費78,938千元，較上年
度減列辦理辦公房舍建物耐震補強工程等
經費7,090千元。
3.資訊作業環境之設置與維護經費57,592千
元，較上年度增列商品檢驗自動化系統及
度政資訊系統維護等經費3,816千元。
4.一般管理及專業訓練經費180千元，較上
年度減列按日按件計資酬金等115千元。"
2015,6126310200,495324000,無細項,經濟部主管,標準檢驗局及所屬,標準檢驗及度政管理,其他經濟服務支出,13.4.4,"本年度預算數之內容與上年度之比較如下：
1.標準制定及正字標記管理經費20,848千元
，較上年度減列辦理全國標準化獎等經費
4,189千元。
2.標準資料建立與服務經費5,963千元，較
上年度減列支付外國標準組織權利金等經
費1,043千元。
3.強化商品檢驗及驗證效能經費78,555千元
，較上年度增列代施進口及內銷玩具檢驗
等經費402千元。
4.企劃檢驗驗證及國際事務經費42,191千元
，較上年度增列管理系統查驗證評鑑及追
查作業等經費1,281千元。
5.發展檢試驗暨技術服務經費113,539千元
，較上年度減列購置商品檢試驗用藥品等
經費6,931千元。
6.度量衡管理及代施檢定經費200,391千元
，較上年度增列代施電度表檢定等經費15
,763千元。
7.度量衡器檢定檢查事務經費33,837千元，
較上年度增列購置度政儀器設備等經費49
4千元。"
2015,6126319011,820000,交通及運輸設備,經濟部主管,標準檢驗局及所屬,一般建築及設備,其他經濟服務支出,13.4.5.1,"本年度預算數之內容與上年度之比較如下：
1.汰換客貨兩用車1輛經費820千元。
2.上年度汰換機車1輛預算業已編竣，所列4
6千元如數減列。"
2015,6126319800,3000000,無細項,經濟部主管,標準檢驗局及所屬,第一預備金,其他經濟服務支出,13.4.6,仍照上年度預算數編列。
2015,5226413000,196774000,無細項,經濟部主管,智慧財產局,智慧財產權科技發展,科學支出,13.5.1,"本年度預算數之內容與上年度之比較如下：
1.健全專利基礎架構經費168,074千元，較
上年度增列辦理強化專利資訊檢索及運用
計畫等經費12,824千元。
2.強化產業智財創新能量經費28,700千元，
較上年度增列695千元，包括：
(1)招商及投資服務計畫-智慧財產權e化
服務及流程整合總經費73,565千元，分
5年辦理，101至103年度已編列38,424
千元，本年度續編列第4年經費12,000
千元，較上年度減列323千元。
(2)辦理智慧財產專業人員培訓計畫16,70
0千元，較上年度增列委託專業機構辦
理智慧財產專業人員培訓工作等經費1,
018千元。
3.上年度國外專利資訊檢索優質化計畫預算
業已編竣，所列13,842千元如數減列。"
2015,6126410100,1140365000,無細項,經濟部主管,智慧財產局,一般行政,其他經濟服務支出,13.5.2,"本年度預算數之內容與上年度之比較如下：
1.人員維持費976,204千元，較上年度增列
員工薪俸晉級差額等經費15,107千元。
2.基本行政工作維持費104,507千元，較上
年度增列一般事務費等522千元。
3.資訊管理經費15,263千元，較上年度增列
購置資訊軟硬體設備等經費8,568千元。
4.文書及檔案管理經費44,391千元，較上年
度減列案件資料鍵入及公文寄發等經費4,
029千元。"
2015,6126411000,342530000,無細項,經濟部主管,智慧財產局,推動保護智慧財產權,其他經濟服務支出,13.5.3,"本年度預算數之內容與上年度之比較如下：
1.企劃訓練宣導及國際合作經費25,001千元
，較上年度減列辦理國際發明展及國家發
明創作獎等經費11,326千元。
2.專利行政及審查經費134,184千元，較上
年度減列運用研發替代役辦理專利檢索工
作等經費8,403千元。
3.商標行政及審查經費4,579千元，較上年
度增列一般事務費等91千元。
4.著作權及營業秘密之管理經費6,750千元
，較上年度減列著作權集管團體管理著作
情形調查等經費1,564千元。
5.智慧財產權資料建立與服務經費54,642千
元，較上年度減列訂購國外專利及非專利
文獻資料庫等經費8,355千元。
6.查禁仿冒工作經費3,221千元，較上年度
減列一般事務費等830千元。
7.業務電子化推動經費114,153千元，較上
年度減列資訊平台營運管理委外服務等經
費6,579千元。"
2015,6126419800,2208000,無細項,經濟部主管,智慧財產局,第一預備金,其他經濟服務支出,13.5.4,仍照上年度預算數編列。
2015,5226551100,180091000,無細項,經濟部主管,水利署及所屬,水資源科技發展,科學支出,13.6.1,"本年度預算數之內容與上年度之比較如下：
1.水資源科技發展171,091千元，較上年度
減列氣候變遷對水環境之衝擊與調適研究
計畫等經費4,853千元。
2.第四階段電子化政府計畫-水雲網計畫總
經費36,000千元，分4年辦理，102至103
年度已編列16,100千元，本年度續編第3
年經費9,000千元，較上年度增列1,000千
元。"
2015,5826550100,1924101000,無細項,經濟部主管,水利署及所屬,一般行政,農業支出,13.6.2,"本年度預算數之內容與上年度之比較如下：
1.人員維持費1,828,606千元，較上年度增
列員工薪俸晉級差額及退休離職儲金等經
費4,348千元。
2.基本行政工作維持費95,495千元，較上年
度減列資訊系統操作維護等經費1,496千
元。"
2015,5826551201,557743000,水資源企劃及保育,經濟部主管,水利署及所屬,水利建設及保育管理,農業支出,13.6.3.1,"本年度預算數之內容與上年度之比較如下:
1.水利綜合業務6,852千元，較上年度減列
辦理台灣國際綠色產業展等經費2,214千
元。 
2.水文資料及技術發展34,328千元，較上年
度增列5,278千元，包括：
(1)水利地理資訊決策支援系統計畫總經
費121,000千元，分年辦理，97至103年
度已編列84,273千元，本年度續編17,0
00千元，較上年度增列5,400千元。
(2)新增地下水觀測網營運管理實施計畫
總經費120,000千元，分6年辦理，本年
度編列第1年經費17,328千元。
(3)上年度地下水觀測網維護管理及規劃
利用計畫預算業已編竣，所列17,450千
元如數減列。
3.水資源保育及管理493,061千元，較上年
度增列臺北水源特定區保育實施計畫第二
期及離島地區用水差價補貼等經費20,406
千元。其中臺北水源特定區保育實施計畫
第二期總經費400,000千元，分5年辦理，
102至103年度已編列116,445千元，本年
度續編第3年經費50,000千元，較上年度
增列2,320千元。
4.防救災計畫23,502千元，較上年度減列購
置防災及救災設備等經費5,520千元。"
2015,5826551202,68688000,水利行政業務,經濟部主管,水利署及所屬,水利建設及保育管理,農業支出,13.6.3.2,"本年度預算數之內容與上年度之比較如下：
1.水利行政及水權業務62,367千元，較上年
度減列辦理河川環境維護工程等經費30,8
96千元。
2.水利替代役計畫4,045千元，較上年度增
列辦理替代役訓練等經費135千元。
3.水岸土地利用管理2,276千元，較上年度
減列電話費及郵資等60千元。"
2015,5826551203,4217902000,水資源開發及維護,經濟部主管,水利署及所屬,水利建設及保育管理,農業支出,13.6.3.3,"本年度預算數之內容與上年度之比較如下：
1.水資源規劃及管理140,905千元，較上年
度減列用水管理等經費6,945千元，增列
重大水資源規劃作業計畫經費6,089千元
，計淨減856千元。其中重大水資源規劃
作業計畫總經費1,008,000千元，中央公
務預算負擔660,000千元，分6年辦理，10
3年度已編列103,911千元，本年度續編第
2年經費110,000千元，較上年度增列6,08
9千元。
2.水資源工程3,334,900千元，較上年度減
列120,175千元，包括：
(1)湖山水庫工程計畫總經費20,475,000
千元，分15年辦理，91至103年度已編
列16,078,910千元，本年度續編第14年
經費1,946,300千元，較上年度減列1,2
43,480千元。
(2)離島地區供水改善計畫總經費4,217,2
86千元，中央負擔3,399,566千元，分
年辦理，94至103年度已編列1,232,925
千元，本年度續編299,600千元，較上
年度增列157,000千元。
(3)蓄水建造物更新及改善計畫第2期總經
費1,294,500千元，中央負擔1,000,000
千元，分5年辦理，101至103年度已編
列325,262千元，本年度續編第4年經費
170,000千元，較上年度增列72,305千
元。
(4)大安大甲溪水源聯合運用輸水工程計
畫總經費4,100,000千元，中央負擔2,5
00,000千元，分年辦理，101至103年度
已編列69,700千元，本年度續編51,000
千元，較上年度增列26,000千元。
(5)新增石門水庫防淤隧道工程計畫(第一
階段)總經費4,627,240千元，中央公務
預算負擔3,239,068千元，分7年辦理，
本年度編列第1年經費15,000千元。
(6)新增烏溪鳥嘴潭人工湖工程計畫總經
費25,433,000千元，分10年辦理，本年
度編列第1年經費20,000千元。
(7)新增金門自大陸引水工程計畫總經費1
,350,000千元，中央負擔1,147,000千
元，分2年辦理，本年度編列第1年經費
813,000千元。
(8)新增深層海水資源利用及產業發展實
施計畫第2期經費20,000千元。
3.自來水工程742,097千元，較上年度減列5
39,458千元，包括：
(1)板新地區供水改善二期工程計畫總經
費16,316,941千元，中央負擔5,219,44
9千元，分年辦理，93至103年度已編列
3,444,962千元，本年度續編400,000千
元，較上年度減列542,462千元。
(2)無自來水地區供水改善計畫第二期總
經費1,600,000千元，分年辦理，101至
103年度已編列988,900千元，本年度續
編300,000千元，與上年度同。
(3)歸墊台灣電力公司鯉魚潭水庫士林水
力發電計畫引水工程配合款38,872千元
，較上年度增列3,540千元。
(4)澎湖地區公共給水改善工程計畫經費3
,225千元，較上年度增列264千元。
(5)上年度金門地區公共給水改善工程計
畫預算業已編竣，所列800千元如數減
列。"
2015,5826551204,9770900000,河川海岸及排水環境營造,經濟部主管,水利署及所屬,水利建設及保育管理,農業支出,13.6.3.4,"本年度預算數之內容與上年度之比較如下：
1.河川海岸環境營造計畫7,974,000千元，
較上年度增列404,057千元，包括：
(1)新增重要河川環境營造計畫(104年-10
9年)總經費60,000,000千元，中央公務
預算負擔51,000,000千元，分6年辦理
，本年度編列第1年經費6,995,000千元
。
(2)新增海岸環境營造計畫(104年-109年)
總經費8,000,000千元，分6年辦理，本
年度編列第1年經費860,000千元。
(3)水災災害防救策進計畫總經費1,279,0
00千元，分年辦理，101至103年度已編
列253,713千元，本年度續編119,000千
元，較上年度增列37,757千元。
(4)上年度重要河川環境營造計畫(98年-1
03年)預算業已編竣，所列6,806,500千
元如數減列。
(5)上年度海岸環境營造計畫(98年-103年
)預算業已編竣，所列682,200千元如數
減列。
2.區域排水環境營造計畫1,506,900千元，
與上年度同，包括：
(1)新增區域排水整治及環境營造計畫(10
4年-109年)總經費12,000,000千元，分
6年辦理，本年度編列第1年經費1,506,
900千元。
(2)上年度區域排水整治及環境營造計畫(
98年-103年)預算業已編竣，所列1,506
,900千元如數減列。
3.地下水保育及水文觀測計畫290,000千元
，較上年度減列73,939千元，包括：
(1)新增地下水保育管理暨地層下陷防治
第2期計畫總經費2,109,440千元，分6
年辦理，本年度編列第1年經費290,000
千元。
(2)上年度地下水保育管理暨地層下陷防
治計畫預算業已編竣，所列268,401千
元如數減列。
(3)上年度台灣水文觀測長期發展計畫預
算業已編竣，所列95,538千元如數減列
。"
2015,5826551301,550000,交通及運輸設備,經濟部主管,水利署及所屬,一般建築及設備,農業支出,13.6.4.1,"本年度預算數之內容與上年度之比較如下：
1.汰換客貨兩用車1輛經費550千元。
2.上年度汰換客貨兩用車3輛預算業已編竣
，所列2,460千元如數減列。"
2015,5826559800,6935000,無細項,經濟部主管,水利署及所屬,第一預備金,農業支出,13.6.5,仍照上年度預算數編列。
2015,5226752000,435397000,無細項,經濟部主管,中小企業處,中小企業科技應用,科學支出,13.7.1,"本年度預算數之內容與上年度之比較如下：
1.新世代科技升級轉型經費152,704千元，
較上年度減列辦理雲端運算推廣服務計畫
等經費24,185千元。


2.厚植能耐綠色永續經費107,070千元，較
上年度減列辦理中小企業感質優化推動計
畫等經費7,032千元。


3.精進育成加速卓越經費175,623千元，較
上年度減列辦理產學合作育成加值計畫等
經費4,484千元。"
2015,6126750100,145000000,無細項,經濟部主管,中小企業處,一般行政,其他經濟服務支出,13.7.2,"本年度預算數之內容與上年度之比較如下：
1.人員維持費125,450千元，較上年度核實
減列人事費3,475千元。
2.基本行政工作維持費15,786千元，較上年
度減列一般事務費等1,113千元。

3.電腦機組及相關配備維護經費3,764千元
，較上年度增列財物管理系統網路版服務
計畫等經費338千元。"
2015,6126751000,1701345000,無細項,經濟部主管,中小企業處,中小企業發展,其他經濟服務支出,13.7.3,"本年度預算數之內容與上年度之比較如下：
1.營造優質發展環境經費30,542千元，較上
年度減列88,417千元，包括：
(1)辦理中小企業發展及輔導政策規劃相
關業務等經費30,542千元，較上年度減
列中小企業發展會議計畫等經費13,212
千元。
(2)上年度新竹生物醫學園區計畫─產業
及育成中心計畫總經費382,155千元，
中央負擔272,154千元，分5年辦理，10
3年度已編列75,205千元，本年度暫緩
編列，所列75,205千元如數減列。
2.深耕服務標竿學習經費24,107千元，較上
年度減列辦理國家磐石獎選拔表揚活動等
經費7,538千元。
3.優化市場競爭能力經費24,352千元，較上
年度減列中小企業新技術及新產品商機媒
合推動計畫等經費8,669千元。


4.活絡地方經濟動能經費7,496千元，較上
年度減列補助中區及南區聯合服務中心業
務推動等經費2,149千元。

5.強化資金運用能力經費1,614,848千元，
較上年度減列捐助財團法人中小企業信用
保證基金等經費2,083,034千元。"
2015,6126759800,4881000,無細項,經濟部主管,中小企業處,第一預備金,其他經濟服務支出,13.7.4,仍照上年度預算數編列。
2015,5926800100,341310000,無細項,經濟部主管,加工出口區管理處及所屬,一般行政,工業支出,13.8.1,"本年度預算數之內容與上年度之比較如下：
1.人員維持費320,694千元，較上年度核實
減列人事費234千元。
2.基本行政工作維持費16,951千元，較上年
度減列通訊費及教育訓練費等631千元。
3.資訊管理經費3,665千元，較上年度減列
物品等111千元。"
2015,5926801020,110644000,加工出口區管理,經濟部主管,加工出口區管理處及所屬,加工出口區業務,工業支出,13.8.2.1,"本年度預算數之內容與上年度之比較如下：
1.綜合規劃經費524千元，較上年度增列國
內旅費等61千元。
2.投資貿易業務經費2,663千元，較上年度
減列國內旅費等32千元。
3.勞工行政、環境保護及景觀綠化經費2,06
1千元，較上年度增列辦理勞工法令講習
等經費260千元。
4.土地開發規劃及管理經費512千元，較上
年度增列一般事務費等16千元。
5.招商行銷經費1,274千元，較上年度增列
辦理國內、外廠商宣導等經費144千元。
6.補助加工出口區作業基金駐區員警經費10
3,610千元，與上年度同。"
2015,5926809011,635000,交通及運輸設備,經濟部主管,加工出口區管理處及所屬,一般建築及設備,工業支出,13.8.3.1,新增汰換公務轎車1輛經費如列數。
2015,5926809800,100000,無細項,經濟部主管,加工出口區管理處及所屬,第一預備金,工業支出,13.8.4,仍照上年度預算數編列。
2015,5226904000,241285000,無細項,經濟部主管,中央地質調查所,地質科技研究發展,科學支出,13.9.1,"本年度預算數之內容與上年度之比較如下：
1.臺灣北部火山活動觀測研究經費26,754千
元，較上年度減列辦理火山基本環境監測
等經費685千元。
2.天然氣水合物資源潛能調查經費49,293千
元，較上年度增列購置電子顯微鏡等經費
2,548千元。
3.斷層活動性觀測研究第三階段經費28,425
千元，較上年度減列辦理全球衛星定位系
統測量等經費579千元。
4.地下水水文地質與補注模式研究經費12,7
14千元，較上年度減列辦理水文地質鑽探
等經費442千元。
5.地質雲網開發及應用計畫總經費167,000
千元，分4年辦理，102至103年度已編列5
6,964千元，本年度續編第3年經費25,000
千元，較上年度增列2,668千元。
6.臺灣南段山區地下水資源調查經費47,887
千元，較上年度減列辦理水文地質鑽探等
經費1,066千元。
7.新增重要活動斷層構造特性調查二期經費
26,793千元。
8.新增山崩潛勢評估與觀測技術防災應用經
費24,419千元。
9.上年度重要活動斷層構造特性調查預算業
已編竣，所列27,420千元如數減列。
10.上年度強化坡地環境地質與防災應用預
算業已編竣，所列24,986千元如數減列。"
2015,5926900100,111714000,無細項,經濟部主管,中央地質調查所,一般行政,工業支出,13.9.2,"本年度預算數之內容與上年度之比較如下：
1.人員維持費103,228千元，較上年度增列
員工薪俸晉級差額等1,634千元。
2.基本行政工作維持費8,486千元，較上年
度減列辦理地質研究館結構耐震修補工程
等經費14,039千元。"
2015,5926901000,238881000,無細項,經濟部主管,中央地質調查所,地質調查研究,工業支出,13.9.3,"本年度預算數之內容與上年度之比較如下：
1.基本地質調查經費15,416千元，較上年度
減列辦理馬祖地區地質圖測製計畫等經費
2,470千元。
2.地質圖資建置及整合供應計畫總經費266,
050千元，分年辦理，97至103年度已編列
175,088千元，本年度續編40,000千元，
較上年度增列12,019千元。
3.地質敏感區劃定審議及查核經費15,708千
元，較上年度減列建置地質敏感區公告發
布與查詢系統等經費3,096千元。
4.國土保育地質敏感區調查分析計畫總經費
480,000千元，分年辦理，102至103年度
已編列216,602千元，本年度續編160,000
千元，較上年度增列42,372千元。
5.都市防災地質圖測勘發展計畫二期經費7,
757千元，較上年度增列系統開發等經費4
4千元。"
2015,5926909800,300000,無細項,經濟部主管,中央地質調查所,第一預備金,工業支出,13.9.4,仍照上年度預算數編列。
2015,5926960100,204208000,無細項,經濟部主管,能源局,一般行政,工業支出,13.10.1,"本年度預算數之內容與上年度之比較如下：
1.人員維持費165,606千元，較上年度增列
員工薪俸晉級差額等經費3,777千元。
2.基本行政工作維持費18,023千元，較上年
度增列購置雜項設備等經費23千元。
3.資訊管理經費20,579千元，較上年度增列
辦理資訊安全服務等經費103千元。"
2015,5926969800,250000,無細項,經濟部主管,能源局,第一預備金,工業支出,13.10.2,仍照上年度預算數編列。
2015,4029015100,62835000,無細項,交通部主管,交通部,投資事業股權移轉,財務支出,14.1.1,"本年度預算數62,835千元，係出售中央政府
持有中華電信公司股票所需證券交易稅及手
續費等，較上年度增列27,435千元。"
