款,項,目,節,科目編號,科目名稱,本年度預算數,上年度預算數,本年度與上年度比較,說明
13,6,3,4,5826551204,河川海岸及排水環境營造,"9,770,900 ","9,440,782 ","330,118 ","本年度預算數之內容與上年度之比較如下：
1.河川海岸環境營造計畫7,974,000千元，
較上年度增列404,057千元，包括：
(1)新增重要河川環境營造計畫(104年-10
9年)總經費60,000,000千元，中央公務
預算負擔51,000,000千元，分6年辦理
，本年度編列第1年經費6,995,000千元
。
(2)新增海岸環境營造計畫(104年-109年)
總經費8,000,000千元，分6年辦理，本
年度編列第1年經費860,000千元。
(3)水災災害防救策進計畫總經費1,279,0
00千元，分年辦理，101至103年度已編
列253,713千元，本年度續編119,000千
元，較上年度增列37,757千元。
(4)上年度重要河川環境營造計畫(98年-1
03年)預算業已編竣，所列6,806,500千
元如數減列。
(5)上年度海岸環境營造計畫(98年-103年
)預算業已編竣，所列682,200千元如數
減列。
2.區域排水環境營造計畫1,506,900千元，
與上年度同，包括：
(1)新增區域排水整治及環境營造計畫(10
4年-109年)總經費12,000,000千元，分
6年辦理，本年度編列第1年經費1,506,
900千元。
(2)上年度區域排水整治及環境營造計畫(
98年-103年)預算業已編竣，所列1,506
,900千元如數減列。
3.地下水保育及水文觀測計畫290,000千元
，較上年度減列73,939千元，包括：
(1)新增地下水保育管理暨地層下陷防治
第2期計畫總經費2,109,440千元，分6
年辦理，本年度編列第1年經費290,000
千元。
(2)上年度地下水保育管理暨地層下陷防
治計畫預算業已編竣，所列268,401千
元如數減列。
(3)上年度台灣水文觀測長期發展計畫預
算業已編竣，所列95,538千元如數減列
。"
13,6,4,  ,5826551300,一般建築及設備,550 ,"2,460 ","-1,910 ",  
13,6,4,1,5826551301,交通及運輸設備,550 ,"2,460 ","-1,910 ","本年度預算數之內容與上年度之比較如下：
1.汰換客貨兩用車1輛經費550千元。
2.上年度汰換客貨兩用車3輛預算業已編竣
，所列2,460千元如數減列。"
13,6,5,  ,5826559800,第一預備金,"6,935 ","6,935 ",-,仍照上年度預算數編列。
13,7,  ,  ,0026750000,中小企業處,"2,286,623 ","4,516,381 ","-2,229,758 ",  
13,7,  ,999,5226750000,科學支出,"435,397 ","471,098 ","-35,701 ",  
13,7,1,  ,5226752000,中小企業科技應用,"435,397 ","471,098 ","-35,701 ","本年度預算數之內容與上年度之比較如下：
1.新世代科技升級轉型經費152,704千元，
較上年度減列辦理雲端運算推廣服務計畫
等經費24,185千元。


2.厚植能耐綠色永續經費107,070千元，較
上年度減列辦理中小企業感質優化推動計
畫等經費7,032千元。


3.精進育成加速卓越經費175,623千元，較
上年度減列辦理產學合作育成加值計畫等
經費4,484千元。


"
13,7,  ,999,6126750000,其他經濟服務支出,"1,851,226 ","4,045,283 ","-2,194,057 ",  
13,7,2,  ,6126750100,一般行政,"145,000 ","149,250 ","-4,250 ","本年度預算數之內容與上年度之比較如下：
1.人員維持費125,450千元，較上年度核實
減列人事費3,475千元。
2.基本行政工作維持費15,786千元，較上年
度減列一般事務費等1,113千元。

3.電腦機組及相關配備維護經費3,764千元
，較上年度增列財物管理系統網路版服務
計畫等經費338千元。
"
13,7,3,  ,6126751000,中小企業發展,"1,701,345 ","3,891,152 ","-2,189,807 ","本年度預算數之內容與上年度之比較如下：
1.營造優質發展環境經費30,542千元，較上
年度減列88,417千元，包括：
(1)辦理中小企業發展及輔導政策規劃相
關業務等經費30,542千元，較上年度減
列中小企業發展會議計畫等經費13,212
千元。
(2)上年度新竹生物醫學園區計畫─產業
及育成中心計畫總經費382,155千元，
中央負擔272,154千元，分5年辦理，10
3年度已編列75,205千元，本年度暫緩
編列，所列75,205千元如數減列。
2.深耕服務標竿學習經費24,107千元，較上
年度減列辦理國家磐石獎選拔表揚活動等
經費7,538千元。
3.優化市場競爭能力經費24,352千元，較上
年度減列中小企業新技術及新產品商機媒
合推動計畫等經費8,669千元。


4.活絡地方經濟動能經費7,496千元，較上
年度減列補助中區及南區聯合服務中心業
務推動等經費2,149千元。

5.強化資金運用能力經費1,614,848千元，
較上年度減列捐助財團法人中小企業信用
保證基金等經費2,083,034千元。"
13,7,4,  ,6126759800,第一預備金,"4,881 ","4,881 ",-,仍照上年度預算數編列。
13,8,  ,  ,0026800000,加工出口區管理處及所屬,"452,689 ","452,581 ",108 ,  
13,8,  ,999,5926800000,工業支出,"452,689 ","452,581 ",108 ,  
13,8,1,  ,5926800100,一般行政,"341,310 ","342,286 ",-976 ,"本年度預算數之內容與上年度之比較如下：
1.人員維持費320,694千元，較上年度核實
減列人事費234千元。
2.基本行政工作維持費16,951千元，較上年
度減列通訊費及教育訓練費等631千元。
3.資訊管理經費3,665千元，較上年度減列
物品等111千元。"
13,8,2,  ,5926801000,加工出口區業務,"110,644 ","110,195 ",449 ,  
13,8,2,1,5926801020,加工出口區管理,"110,644 ","110,195 ",449 ,"本年度預算數之內容與上年度之比較如下：
1.綜合規劃經費524千元，較上年度增列國
內旅費等61千元。
2.投資貿易業務經費2,663千元，較上年度
減列國內旅費等32千元。
3.勞工行政、環境保護及景觀綠化經費2,06
1千元，較上年度增列辦理勞工法令講習
等經費260千元。
4.土地開發規劃及管理經費512千元，較上
年度增列一般事務費等16千元。
5.招商行銷經費1,274千元，較上年度增列
辦理國內、外廠商宣導等經費144千元。
6.補助加工出口區作業基金駐區員警經費10
3,610千元，與上年度同。"
13,8,3,  ,5926809000,一般建築及設備,635 ,-,635 ,  
13,8,3,1,5926809011,交通及運輸設備,635 ,-,635 ,新增汰換公務轎車1輛經費如列數。
13,8,4,  ,5926809800,第一預備金,100 ,100 ,-,仍照上年度預算數編列。
13,9,  ,  ,0026900000,中央地質調查所,"592,180 ","554,466 ","37,714 ",  
13,9,  ,999,5226900000,科學支出,"241,285 ","240,035 ","1,250 ",  
13,9,1,  ,5226904000,地質科技研究發展,"241,285 ","240,035 ","1,250 ","本年度預算數之內容與上年度之比較如下：
1.臺灣北部火山活動觀測研究經費26,754千
元，較上年度減列辦理火山基本環境監測
等經費685千元。
2.天然氣水合物資源潛能調查經費49,293千
元，較上年度增列購置電子顯微鏡等經費
2,548千元。
3.斷層活動性觀測研究第三階段經費28,425
千元，較上年度減列辦理全球衛星定位系
統測量等經費579千元。
4.地下水水文地質與補注模式研究經費12,7
14千元，較上年度減列辦理水文地質鑽探
等經費442千元。
5.地質雲網開發及應用計畫總經費167,000
千元，分4年辦理，102至103年度已編列5
6,964千元，本年度續編第3年經費25,000
千元，較上年度增列2,668千元。
6.臺灣南段山區地下水資源調查經費47,887
千元，較上年度減列辦理水文地質鑽探等
經費1,066千元。
7.新增重要活動斷層構造特性調查二期經費
26,793千元。
8.新增山崩潛勢評估與觀測技術防災應用經
費24,419千元。
9.上年度重要活動斷層構造特性調查預算業
已編竣，所列27,420千元如數減列。
10.上年度強化坡地環境地質與防災應用預
算業已編竣，所列24,986千元如數減列。"
13,9,  ,999,5926900000,工業支出,"350,895 ","314,431 ","36,464 ",  
13,9,2,  ,5926900100,一般行政,"111,714 ","124,119 ","-12,405 ","本年度預算數之內容與上年度之比較如下：
1.人員維持費103,228千元，較上年度增列
員工薪俸晉級差額等1,634千元。
2.基本行政工作維持費8,486千元，較上年
度減列辦理地質研究館結構耐震修補工程
等經費14,039千元。"
13,9,3,  ,5926901000,地質調查研究,"238,881 ","190,012 ","48,869 ","本年度預算數之內容與上年度之比較如下：
1.基本地質調查經費15,416千元，較上年度
減列辦理馬祖地區地質圖測製計畫等經費
2,470千元。
2.地質圖資建置及整合供應計畫總經費266,
050千元，分年辦理，97至103年度已編列
175,088千元，本年度續編40,000千元，
較上年度增列12,019千元。
3.地質敏感區劃定審議及查核經費15,708千
元，較上年度減列建置地質敏感區公告發
布與查詢系統等經費3,096千元。
4.國土保育地質敏感區調查分析計畫總經費
480,000千元，分年辦理，102至103年度
已編列216,602千元，本年度續編160,000
千元，較上年度增列42,372千元。
5.都市防災地質圖測勘發展計畫二期經費7,
757千元，較上年度增列系統開發等經費4
4千元。"
13,9,4,  ,5926909800,第一預備金,300 ,300 ,-,仍照上年度預算數編列。
13,10,  ,  ,0026960000,能源局,"204,458 ","200,555 ","3,903 ",  
13,10,  ,999,5926960000,工業支出,"204,458 ","200,555 ","3,903 ",  
13,10,1,  ,5926960100,一般行政,"204,208 ","200,305 ","3,903 ","本年度預算數之內容與上年度之比較如下：
1.人員維持費165,606千元，較上年度增列
員工薪俸晉級差額等經費3,777千元。
2.基本行政工作維持費18,023千元，較上年
度增列購置雜項設備等經費23千元。
3.資訊管理經費20,579千元，較上年度增列
辦理資訊安全服務等經費103千元。"
13,10,2,  ,5926969800,第一預備金,250 ,250 ,-,仍照上年度預算數編列。
14,  ,  ,  ,0029000000,交通部主管,"112,702,827 ","110,045,036 ","2,657,791 ",  
14,1,  ,  ,0029010000,交通部,"51,233,800 ","58,488,214 ","-7,254,414 ",  
14,1,  ,999,4029010000,財務支出,"62,835 ","35,400 ","27,435 ",  
14,1,1,  ,4029015100,投資事業股權移轉,"62,835 ","35,400 ","27,435 ","本年度預算數62,835千元，係出售中央政府
持有中華電信公司股票所需證券交易稅及手
續費等，較上年度增列27,435千元。"
14,1,  ,999,5229010000,科學支出,"105,817 ","132,359 ","-26,542 ",  
14,1,2,  ,5229011800,交通科技研究發展,"105,817 ","132,359 ","-26,542 ","本年度預算數之內容與上年度之比較如下：
1.交通科技研究暨應用推動計畫18,567千元
，較上年度減列20,542千元，包括：
(1)交通技術發展規劃研究第二期計畫總
經費25,997千元，分4年辦理，103年度
已編列5,000千元，本年度續編第2年經
費6,520千元，較上年度增列1,520千元
。
(2)區域交通控制中心雲端化計畫總經費1
01,194千元，分4年辦理，101至103年
度已編列89,147千元，本年度續編最後
1年經費12,047千元，較上年度減列134
千元。
(3)上年度鐵路智慧平交道安全控制系統
與偵測器研發預算業已編竣，所列21,9
28千元如數減列。
2.智慧交通基礎建設與應用計畫總經費887,
500千元，分5年辦理，102至103年度已編
列226,500千元，本年度續編第3年經費85
,000千元，較上年度減列4,000千元。
3.網際網路通訊協定升級推動計畫總經費9,
000千元，分4年辦理，102至103年度已編
列4,500千元，本年度續編第3年經費2,25
0千元，與上年度同。
4.上年度協助政府參與國際網路政策事務暨
網路關鍵資源管理政策研究計畫預算業已
編竣，所列2,000千元如數減列。"
14,1,  ,999,6029010000,交通支出,"51,065,148 ","58,320,455 ","-7,255,307 ",  
14,1,3,  ,6029010100,一般行政,"797,833 ","775,697 ","22,136 ","本年度預算數之內容與上年度之比較如下：
1.人員維持費553,403千元，較上年度核實
減列人事費2,423千元。
2.基本行政工作維持費96,387千元，較上年
度減列房屋建築養護費及國內旅費等2,99
0千元，增列一般事務費等3,520千元，計
淨增530千元。
3.交通統計經費10,710千元，與上年度同。
4.財務管理經費1,369千元，與上年度同。
5.資訊管理經費91,494千元，較上年度減列
通訊費及資訊服務費等1,426千元，增列
資訊設備費等1,485千元，計淨增59千元
。
6.國土資訊系統整體建置計畫總經費114,97
0千元，分7年辦理，98至103年度已編列7
0,500千元，本年度續編最後1年經費44,4
70千元，較上年度增列23,970千元。"
14,1,4,  ,6029011000,航政業務規劃及督導,"300,791 ","174,387 ","126,404 ","本年度預算數之內容與上年度之比較如下：
1.航政管理275,728千元，較上年度減列一
般事務費等5,367千元，增列補助離島地
區居民與臺灣本島間海運票價費用、載客
小船經營業與船舶運送業之營運虧損補貼
、離島地區客運船舶油價補貼及基本航次
補貼等經費135,576千元，計淨增130,209
千元。
2.港務管理22,854千元，較上年度減列補助
縣市政府辦理交通船碼頭規劃設計及設施
改善等經費3,464千元，增列委託辦理港
市合作論壇等經費800千元，計淨減2,664
千元。
3.自由貿易港區管理2,209千元，較上年度
減列自由貿易港區發展課題之研擬及國內
旅費等2,646千元，增列教育訓練費及港
區營運模式之研擬等經費1,505千元，計
淨減1,141千元。"
14,1,5,  ,6029011100,郵電業務規劃及督導,"1,713 ","1,954 ",-241 ,"本年度預算數之內容與上年度之比較如下：
1.郵電業務管理279千元，較上年度減列按
日按件計資酬金20千元，增列物品等經費
11千元，計淨減9千元。
2.頻譜規劃與產業經營策略之協助1,434千
元，較上年度減列教育訓練費及一般事務
費等232千元。"
14,1,6,  ,6029011200,路政業務規劃及督導,"52,705 ","57,248 ","-4,543 ",  
14,1,6,1,6029011220,路政管理,"40,724 ","45,267 ","-4,543 ","本年度預算數之內容與上年度之比較如下：
1.一般路政管理23,323千元，較上年度減列
辦理公路路線橋梁安全維護工作等經費2,
320千元。
2.公路監理業務督導與管理17,401千元，較
上年度減列公路監理作業自動化計畫及一
般事務費等2,223千元。"
14,1,6,2,6029011222,汽車燃料使用費經徵管理,"11,981 ","11,981 ",-,"本年度預算數11,981千元，係辦理汽車燃料
使用費經徵之宣導、督導與管理所需經費，
與上年度同。"
14,1,7,  ,6029014800,道路交通安全,"280,457 ","270,457 ","10,000 ","本年度預算數之內容與上年度之比較如下：
1.道路交通安全工作督導與查核4,025千元
，與上年度同。
2.加強道路交通秩序整頓及行車安全131,00
0千元，較上年度增列10,000千元。
3.強化全民路權與用路安全觀念145,432千
元，與上年度同。"
14,1,8,  ,6029016500,軌道工程興建管理,"371,204 ","374,061 ","-2,857 ","本年度預算數之內容與上年度之比較如下：
1.人員維持費345,417千元，較上年度核實
減列人事費75千元。
2.基本行政工作維持費25,787千元，較上年
度減列資訊服務費及一般事務費等2,782
千元。"
14,1,9,  ,6029017200,軌道安全提升與改善,"107,006 ","108,143 ","-1,137 ","本年度預算數之內容與上年度之比較如下：
1.人員維持費100,561千元，與上年度同。
2.基本行政工作維持費6,445千元，較上年
度減列水電費及通訊費等1,137千元。"
14,1,10,  ,6029017700,航政港政業務管理及執行,"1,231,803 ","1,180,474 ","51,329 ","本年度預算數之內容與上年度之比較如下：
1.人員維持費850,313千元，較上年度增列
職員118人及技工9人之人事費等87,407千
元。
2.基本行政工作維持費381,490千元，較上
年度減列委辦費、船員訓練模擬機購置與
升級經費及一般事務費等50,263千元，增
列補助馬祖港埠拖船租賃及委外操作計畫
等經費14,185千元，計淨減36,078千元。"
14,1,11,  ,6029018000,營業基金,"9,520,246 ","12,434,286 ","-2,914,040 ",  
14,1,11,1,6029018020,臺灣鐵路管理局,"8,620,246 ","11,534,286 ","-2,914,040 ","本年度預算數之內容與上年度之比較如下：
1.臺北機廠遷建建設計畫總經費15,510,872
千元，中央公務預算負擔12,897,080千元
，分11年辦理，94至103年度已編列10,94
1,774千元，本年度續編最後1年經費1,95
5,306千元，較上年度增列1,471,020千元
。
2.臺鐵整體購置及汰換車輛計畫（2001－20
15年）總經費35,977,000千元，分年辦理
，90至103年度已編列31,698,619千元，
本年度續編最後1年經費4,278,381千元，
較上年度減列6,721,619千元。
3.高雄機廠遷建潮州及原有廠址開發計畫總
經費13,899,712千元，中央公務預算負擔
10,056,627千元，分7年辦理，103年度已
編列50,000千元，本年度續編第2年經費1
,298,559千元，較上年度增列1,248,559
千元。
4.新增臺鐵非電氣化支線購置車輛計畫總經
費6,000,000千元，分年辦理，本年度編
列第1年經費200,000千元。
5.新增鐵路行車安全六年改善計畫總經費27
,522,400千元，分年辦理，本年度編列第
1年經費888,000千元。"
14,1,11,2,6029018050,國際機場園區股份有限公司,"900,000 ","900,000 ",-,"本年度預算數900,000千元，係國庫增資桃
園國際機場股份有限公司所需經費，與上年
度同。"
14,1,12,  ,6029018600,鐵公路重要交通工程,"37,206,648 ","41,914,866 ","-4,708,218 ",  
14,1,12,1,6029018610,鐵路建設計畫,"16,819,300 ","23,671,892 ","-6,852,592 ","本年度預算數之內容與上年度之比較如下：
1.臺中都會區鐵路高架捷運化計畫總經費37
,241,484千元，分13年辦理，94至103年
度已編列20,997,000千元，本年度續編第
11年經費3,000,000千元，較上年度減列1
,300,000千元。
2.員林市區鐵路高架化計畫總經費5,885,72
6千元，中央負擔4,905,726千元，分12年
辦理，94至103年度已編列3,272,000千元
，本年度續編第11年經費340,000千元，
較上年度增列140,000千元。
3.高雄市區鐵路地下化計畫總經費71,582,3
51千元，中央負擔50,298,875千元，分13
年辦理，94至103年度已編列17,846,026
千元，本年度續編第11年經費3,536,000
千元，較上年度減列452,500千元。
4.花東線鐵路瓶頸路段雙軌化暨全線電氣化
計畫總經費25,429,000千元，分年辦理，
94至103年度已編列22,531,774千元，本
年度續編1,222,000千元，較上年度減列3
,764,000千元。
5.臺鐵南迴鐵路臺東潮州段電氣化工程建設
計畫總經費27,894,233千元，分10年辦理
，102及103年度已編列280,000千元，本
年度續編第3年經費1,197,600千元，較上
年度增列997,600千元。
6.臺鐵高雄-屏東潮州捷運化建設計畫總經
費24,565,000千元，分12年辦理，94至10
3年度已編列17,280,628千元，本年度續
編第11年經費2,426,200千元，較上年度
減列2,260,592千元。
7.臺南市區鐵路地下化計畫總經費29,359,8
62千元，中央負擔25,689,879千元，分13
年辦理，94至103年度已編列911,715千元
，本年度續編第11年經費440,000千元，
較上年度增列40,000千元。
8.高速鐵路後續工程建設計畫總經費2,230,
003千元，分年辦理，99至103年度已編列
1,987,045千元，本年度續編39,500千元
，較上年度增列5,400千元。
9.高雄鐵路地下化延伸鳳山計畫總經費17,6
25,381千元，中央負擔6,267,825千元，
分8年辦理，100至103年度已編列1,444,0
00千元，本年度續編第5年經費918,000千
元，較上年度減列251,000千元。
10.高雄鐵路地下化延伸左營計畫總經費10,
661,697千元，中央負擔7,568,500千元，
分9年辦理，98至103年度已編列3,889,10
0千元，本年度續編第7年經費1,000,000
千元，較上年度減列507,500千元。
11.花東線鐵路整體服務效能提昇計畫總經
費6,081,000千元，分年辦理，98至103年
度已編列3,581,200千元，本年度續編1,7
00,000千元，與上年度同。
12.臺鐵都會區捷運化桃園段高架化建設計
畫總經費30,844,402千元，中央負擔19,9
74,874千元，分13年辦理，94至103年度
已編列2,283,565千元，本年度續編第11
年經費1,000,000千元，較上年度增列500
,000千元。"
14,1,12,2,6029018640,都市大眾捷運系統建設計畫,"20,387,348 ","18,242,974 ","2,144,374 ","本年度預算數之內容與上年度之比較如下：
1.桃園國際機場聯外捷運延伸至中壢火車站
規劃報告及周邊土地發展計畫總經費13,8
00,000千元，中央負擔7,025,500千元，
分年辦理，100至103年度已編列2,631,07
9千元，本年度續編1,440,702千元，較上
年度增列920,728千元。
2.淡海輕軌運輸系統總經費15,305,590千元
，中央補助1,670,400千元，分年辦理，1
00至103年度已編列149,136千元，本年度
續編119,000千元，較上年度增列19,000
千元。
3.臺北都會區大眾捷運系統後續路網土城線
延伸頂埔建設計畫總經費7,627,172千元
，中央補助6,047,421千元，分年辦理，9
7至103年度已編列5,099,169千元，本年
度續編850,000千元，較上年度減列325,0
00千元。
4.臺北都會區大眾捷運系統後續路網新莊線
及蘆洲支線建設計畫總經費167,690,000
千元，中央補助123,302,000千元，分年
辦理，85至103年度已編列100,974,638千
元，本年度續編2,157,000千元，較上年
度減列1,361,000千元。
5.臺北都會區大眾捷運系統後續路網信義線
建設計畫總經費33,862,000千元，中央補
助10,499,000千元，分年辦理，94至103
年度已編列10,307,983千元，本年度續編
191,000千元，較上年度減列43,000千元
。
6.臺灣桃園國際機場聯外捷運系統建設計畫
總經費113,849,794千元，分年辦理，93
至103年度已編列90,824,446千元，本年
度續編6,564,846千元，較上年度增列3,5
64,846千元。
7.臺中都會區大眾捷運系統烏日文心北屯線
建設計畫總經費51,390,000千元，中央補
助32,834,000千元，分12年辦理，94至10
3年度已編列7,796,090千元，本年度續編
第11年經費4,274,000千元，較上年度增
列1,474,000千元。
8.高雄都會區大眾捷運系統紅橘線路網建設
計畫總經費183,963,000千元，中央補助1
20,175,000千元，分年辦理，80至103年
度已編列118,200,611千元，本年度續編5
65,800千元，較上年度減列171,200千元
。
9.臺北捷運系統環狀線建設計畫(第一階段)
總經費40,118,000千元，中央補助19,489
,000千元，分年辦理，94至103年度已編
列12,835,048千元，本年度續編2,500,00
0千元，較上年度減列550,000千元。
10.臺北都會區大眾捷運系統後續路網松山
線建設計畫總經費49,930,000千元，中央
補助14,124,000千元，分年辦理，94至10
3年度已編列12,044,052千元，本年度續
編230,000千元，較上年度減列1,370,000
千元。
11.臺北捷運系統萬大-中和-樹林線規劃報
告書暨周邊土地發展計畫，分年辦理，99
至103年度已編列539,038千元，本年度續
編480,000千元，較上年度增列430,000千
元。
12.高雄都會區輕軌運輸系統高雄環狀輕軌
捷運建設計畫總經費16,537,000千元，中
央補助6,363,000千元，分年辦理，92至1
03年度已編列2,331,000千元，本年度續
編790,000千元，較上年度減列564,000千
元。
13.交通運輸系統規劃作業計畫總經費510,0
00千元，分6年辦理，103年度已編列105,
000千元，本年度續編第2年經費125,000
千元，較上年度增列20,000千元。
14.新增桃園都會區大眾捷運系統綠線(航空
城捷運線)暨土地整合發展計畫總經費98,
966,000千元，分年辦理，本年度編列第1
年經費100,000千元。"
14,1,13,  ,6029018700,偏遠地區交通建設,"1,180,000 ","1,010,800 ","169,200 ","本年度預算數內容與上年度之比較如下：
1.臺灣國內商港未來發展及建設計畫(101-1
05年)-金門港埠建設計畫總經費5,079,13
0千元，分年辦理，101至103年度已編列1
,081,485千元，本年度續編500,000千元
，較上年度增列270,000千元。
2.臺灣國內商港未來發展及建設計畫(101-1
05年)-馬祖港埠建設計畫總經費2,782,81
2千元，分年辦理，101至103年度已編列1
,519,000千元，本年度續編450,000千元
，較上年度減列260,400千元。
3.臺華輪汰舊換新計畫總經費1,800,000千
元，分年辦理，101至103年度已編列140,
400千元，本年度續編230,000千元，較上
年度增列159,600千元。"
14,1,14,  ,6029019000,一般建築及設備,-,739 ,-739 ,  
14,1,14,1,6029019011,交通及運輸設備,-,739 ,-739 ,"上年度汰換航港局小客貨兩用車1輛及機車3
輛預算業已編竣，所列739千元如數減列。"
14,1,15,  ,6029019800,第一預備金,"14,742 ","17,343 ","-2,601 ",本年度預算數較上年度減列如列數。
14,2,  ,  ,0029110000,民用航空局,"311,258 ","311,700 ",-442 ,  
14,2,  ,999,6029110000,交通支出,"311,258 ","311,700 ",-442 ,  
14,2,1,  ,6029110100,一般行政,"309,812 ","310,254 ",-442 ,"本年度預算數之內容與上年度之比較如下：
1.人員維持費306,952千元，較上年度核實
減列人事費330千元。
2.基本行政工作維持費2,860千元，較上年
度減列短程車資等112千元。"
14,2,2,  ,6029110200,空運管理業務,246 ,246 ,-,"本年度預算數246千元，係出席航空保安與
危險物品外站督導會議及航空保安年會等經
費，與上年度同。"
14,2,3,  ,6029119800,第一預備金,"1,200 ","1,200 ",-,仍照上年度預算數編列。
14,3,  ,  ,0029210000,中央氣象局,"2,015,760 ","1,803,806 ","211,954 ",  
14,3,  ,999,5229210000,科學支出,"1,252,269 ","1,001,842 ","250,427 ",  
14,3,1,  ,5229212000,氣象科技研究發展,"1,252,269 ","1,001,842 ","250,427 ",  
14,3,1,1,5229212020,氣象科技研究,"153,037 ","159,566 ","-6,529 ","本年度預算數之內容與上年度之比較如下：
1.人員維持費30,114千元，與上年度同。
2.氣象科技研究55,078千元，較上年度減列
資訊系統操作維護等經費4,351千元。
3.氣候變遷應用服務能力發展計畫經費29,6
97千元，較上年度增列歷史氣候資料整集
與登打等經費5,675千元。
4.新增發展小區域災害性天氣即時預報系統
38,148千元。
5.上年度強化災害性即時天氣預報計畫預算
業已編竣，所列40,231千元如數減列。
6.上年度落實防災氣象整合資訊實作計畫預
算業已編竣，所列5,770千元如數減列。"
14,3,1,2,5229212021,氣象資訊處理研究與開發,"473,096 ","572,192 ","-99,096 ","本年度預算數之內容與上年度之比較如下：
1.人員維持費80,080千元，與上年度同。
2.氣象資訊處理研究與開發58,536千元，較
上年度減列全球即時氣象觀測資料權利使
用費等7,454千元。
3.災害性天氣監測與預報作業建置計畫總經
費1,985,460千元，分年辦理，99至103年
度已編列1,366,494千元，本年度續編255
,480千元，較上年度減列40,642千元。
4.建置區域防災降雨雷達網計畫總經費475,
500千元，分年辦理，100至103年度已編
列340,598千元，本年度續編79,000千元
，較上年度減列51,000千元。"
14,3,1,3,5229212022,應用氣象研究,"18,123 ","19,055 ",-932 ,"本年度預算數之內容與上年度之比較如下：
1.人員維持費13,847千元，與上年度同。
2.應用氣象研究4,276千元，較上年度減列
氣象資料處理作業系統維護等經費932千
元。"
14,3,1,4,5229212023,地震測報,"396,106 ","251,029 ","145,077 ","本年度預算數之內容與上年度之比較如下：
1.人員維持費52,246千元，與上年度同。
2.地震測報業務125,698千元，較上年度增
列井下地震儀觀測系統等經費1,714千元
。
3.效能提升計畫28,377千元，較上年度減列
自由場強震儀、結構物強震監測系統及地
殼形變監測系統儀器設備更新等經費299
千元。
4.地震與海嘯早期警報計畫10,785千元，較
上年度減列發展複合型強震即時警報系統
及建置高品質井下地震儀觀測系統等經費
589千元。
5.新增海纜觀測系統擴建計畫總經費300,00
0千元，分3年辦理，本年度編列第1年經
費99,000千元。
6.新增防災觀測系統擴建計畫總經費240,00
0千元，分3年辦理，本年度編列第1年經
費80,000千元。
7.上年度東部海域觀測系統預算業已編竣，
所列10,929千元如數減列。
8.上年度井下強地動觀測計畫預算業已編竣
，所列23,820千元如數減列。"
14,3,1,5,5229212024,強化災防環境監測,"211,907 ",-,"211,907 ","新增辦理強化臺灣海象暨氣象災防環境監測
計畫經費，包括：
1.七股氣象雷達遷移更新計畫總經費221,00
9千元，分3年辦理，本年度編列第1年經
費12,650千元。
2.建置東沙島剖風儀計畫總經費251,223千
元，分3年辦理，本年度編列第1年經費81
,799千元。 
3.強化雲嘉、東部及恆春半島自動雨量站計
畫總經費318,912千元，分6年辦理，本年
度編列第1年經費76,118千元。
4.強化臺灣資料浮標觀測網暨海嘯預警浮標
建置計畫總經費540,735千元，分6年辦理
，本年度編列第1年經費27,650千元。 
5.建置岸基波流雷達觀測網計畫總經費306,
674千元，分6年辦理，本年度編列第1年
經費13,690千元。"
14,3,  ,999,6129210000,其他經濟服務支出,"763,491 ","801,964 ","-38,473 ",  
14,3,2,  ,6129210100,一般行政,"556,899 ","578,648 ","-21,749 ","本年度預算數之內容與上年度之比較如下：
1.人員維持費534,038千元，核實減列人事
費17,690千元。
2.基本行政工作維持費22,861千元，較上年
度減列水電費等4,059千元。"
14,3,3,  ,6129211000,氣象測報,"177,337 ","185,699 ","-8,362 ","本年度預算數之內容與上年度之比較如下：
1.氣象觀測74,675千元，較上年度減列汰換
氣象觀測設備等經費1,644千元。
2.天氣預報及颱風測報12,901千元，較上年
度減列颱風警報、天氣預報及災害性天氣
訊息傳遞等經費719千元。
3.氣象通信及雷達測報28,258千元，較上年
度減列機械設備費等3,625千元。
4.氣象衛星更新計畫總經費262,400千元，
分年辦理，95至103年度已編列154,451千
元，本年度續編10,405千元，與上年度同
。
5.衛星資料接收及處理12,691千元，較上年
度減列劇烈天氣監測與預報系統維護等經
費1,309千元。
6.氣象儀器檢校15,515千元，較上年度增列
地面及探空氣象自動測報系統維護等經費
547千元。
7.海象測報15,516千元，較上年度減列818
千元，包括：
(1)佈建海象監測網及精進海象預報計畫
總經費256,160千元，分年辦理，99至1
03年度已編列22,441千元，本年度續編
3,600千元，與上年度同。
(2)維護現有海象觀測網及改進海象預報
技術等經費11,916千元，較上年度減列
購置近岸資料浮標系統及耗材等經費81
8千元。
8.氣象服務業務開發與推展7,376千元，較
上年度減列資訊設備維護費等794千元。"
14,3,4,  ,6129219000,一般建築及設備,"28,375 ","36,737 ","-8,362 ",  
14,3,4,1,6129219002,營建工程,"28,375 ","36,737 ","-8,362 ","本年度預算數之內容與上年度之比較如下：
1.氣象站辦公處所整修工程等經費28,375千
元。
2.上年度阿里山氣象站重建工程等預算業已
編竣，所列36,737千元如數減列。"
14,3,5,  ,6129219800,第一預備金,880 ,880 ,-,仍照上年度預算數編列。
14,4,  ,  ,0029310000,觀光局及所屬,"5,196,585 ","3,980,514 ","1,216,071 ",  
